p_tot_pts_last,Player: Adjusted Fatigue & Stamina,total points played for immediate previous match within same tournament as match being predicted for player in match being predicted,,,,,,,,,
p_ace%_opp_aced%_l60_decay_diff,Player: Adjusted Past Performance ,"For a given player in match being predicted, the difference in their   'p_ace%_l60_decay ' and opponent's ' 'p_aced%_l60_decay '. This is one measure of a player's ""Offense"" vs his opponent in the match being predicted's ""Defense"".",,,,,,,,,
t_ace%_last,Match: Conditions,ace% from the previous year in tournament of match being predicted,,,,,,,,,
t_rd_num,Match: Conditions,what round of tournament is match being predicted,,,,,,,,,
p_ht,Player: Non-Adjusted Demographic and Past Performance,height of player for match being predicted,,,,,,,,,
p_hd,Player: Non-Adjusted Demographic and Past Performance,handedness of player for match being predicted,,,,,,,,,
m_best_of,Match: Conditions,maximum number of sets in match being predicted,,,,,,,,,
p_ent,Player: Non-Adjusted Demographic and Past Performance,entry type for player in tournament for match being predicted,,,,,,,,,
t_alt,Match: Conditions,is tournament of match being predicted played at high altitude,,,,,,,,,
p_HCA_opp_N,Player: Non-Adjusted Demographic and Past Performance,Marker for player playing in home country while opponent is not playing in home country in match being predicted ,,,,,,,,,
high_t_ace_p_ace,Match: Conditions,marker for whether two conditions are met for a given player in a given match being predicted: the same tournament the previous year had a high ace % AND the player has a high mean ace % long-term,,,,,,,,,
high_t_ace_p_aced,Match: Conditions,marker for whether two conditions are met for a given player in a given match being predicted: the same tournament the previous year had a high ace % AND the player has a high mean aced % (as  returner) long-term,,,,,,,,,
p_L_opp_R,Player: Non-Adjusted Demographic and Past Performance,Marker for player being left-handed while opponent is right-handed in match being predicted ,,,,,,,,,
t_indoor,Match: Conditions,is tournament of match being predicted played indoor or outdoor,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 2. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Best Model (by RMSE) (Gradient Boosting Regressor Model),,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric
Gradient Boosting Regressor,Scaler,Imputation,N_estimators,learning_rate,max_depth,max_features,random_state,R-squared,MAE,MSE,RMSE
,Standard Scaler,Median,100,0.04,4,9,47,0.228,4.608,34.066,5.836
,,,,,,,,,,,
Table 3. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Linear Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LinearRegression.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric,,,,
Linear Regression,Scaler,Imputation,selectbest_k,R-squared,MAE,MSE,RMSE,,,,
,Standard Scaler,Median,15,0.227,4.616,34.097,5.839,,,,
,,,,,,,,,,,
Table 4. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Hist Gradient Boosting Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric,
Hist Gradient Boosting Regressor,Scaler,Imputation,max_iterations,learning_rate,max_depth,random_state,R-squared,MAE,MSE,RMSE,
,Standard Scaler,Mean,110,0.04,3,47,0.227,4.613,34.101,5.839,
,,,,,,,,,,,
,,,,,,,,,,,
Table 5. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Random Forest Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric,,,
Random Forest Regressor,Scaler,Imputation,N_estimators,random_state,R-squared,MAE,MSE,RMSE,,,
,None,Median,1000,47,0.221,4.71,34.387,5.863,,,
